DATAFLOW,LAST UPDATE,freq,unit,sex,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,LT,2017,75.8,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,LT,2018,76.0,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,LT,2019,76.5,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,LT,2020,75.1,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,LT,2021,74.2,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,LT,2022,75.8,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,LU,2011,81.1,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,LU,2012,81.5,b
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,LU,2013,81.9,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,LU,2014,82.3,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,LU,2015,82.4,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,LU,2016,82.7,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,LU,2017,82.1,b
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,LU,2018,82.3,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,LU,2019,82.7,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,LU,2020,82.2,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,LU,2021,82.7,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,LU,2022,83.0,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,LV,2011,73.9,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,LV,2012,74.1,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,LV,2013,74.3,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,LV,2014,74.5,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,LV,2015,74.8,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,LV,2016,74.9,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,LV,2017,74.9,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,LV,2018,75.1,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,LV,2019,75.7,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,LV,2020,75.5,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,LV,2021,73.1,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,LV,2022,74.5,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,MD,2011,71.0,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,MD,2012,71.0,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,ME,2011,76.1,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,ME,2012,76.3,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,ME,2013,76.5,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,ME,2014,76.5,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,ME,2015,76.5,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,ME,2016,76.5,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,ME,2017,76.6,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,ME,2018,76.9,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,ME,2019,76.7,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,ME,2020,75.9,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,ME,2021,73.8,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,MK,2011,75.1,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,MK,2012,74.9,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,MK,2013,75.5,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,MK,2014,75.5,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,MK,2015,75.5,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,MK,2016,75.4,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,MK,2017,76.0,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,MK,2018,76.7,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,MK,2019,76.6,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,MK,2020,74.4,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,MK,2021,73.2,b
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,MT,2011,80.9,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,MT,2012,80.9,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,MT,2013,81.9,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,MT,2014,82.1,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,MT,2015,82.0,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,MT,2016,82.6,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,MT,2017,82.4,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,MT,2018,82.5,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,MT,2019,82.9,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,MT,2020,82.3,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,MT,2021,82.5,p
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,MT,2022,82.4,p
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,NL,2011,81.3,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,NL,2012,81.2,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,NL,2013,81.4,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,NL,2014,81.8,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,NL,2015,81.6,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,NL,2016,81.7,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,NL,2017,81.8,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,NL,2018,81.9,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,NL,2019,82.2,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,NL,2020,81.4,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,NL,2021,81.4,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,NL,2022,81.7,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,NO,2011,81.4,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,NO,2012,81.5,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,NO,2013,81.8,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,NO,2014,82.2,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,NO,2015,82.4,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,NO,2016,82.5,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,NO,2017,82.7,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,NO,2018,82.8,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,NO,2019,83.0,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,NO,2020,83.3,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,NO,2021,83.2,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,NO,2022,82.5,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,PL,2011,76.8,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,PL,2012,76.9,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,PL,2013,77.1,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,PL,2014,77.8,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,PL,2015,77.5,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,PL,2016,78.0,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,PL,2017,77.8,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,PL,2018,77.7,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,PL,2019,78.0,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,PL,2020,76.5,ep
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,PL,2021,75.5,ep
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,PL,2022,77.2,b
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,PT,2011,80.7,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,PT,2012,80.6,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,PT,2013,80.9,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,PT,2014,81.3,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,PT,2015,81.3,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,PT,2016,81.3,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,PT,2017,81.6,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,PT,2018,81.5,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,PT,2019,81.9,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,PT,2020,81.1,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,PT,2021,81.5,bp
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,PT,2022,81.8,bp
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,RO,2011,74.4,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,RO,2012,74.4,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,RO,2013,75.1,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,RO,2014,75.0,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,RO,2015,74.9,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,RO,2016,75.2,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,RO,2017,75.2,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,RO,2018,75.3,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,RO,2019,75.6,e
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,RO,2020,74.2,e
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,RO,2021,72.8,e
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,RO,2022,75.1,e
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,RS,2011,74.6,b
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,RS,2012,74.9,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,RS,2013,75.3,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,RS,2014,75.4,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,RS,2015,75.3,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,RS,2016,75.7,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,RS,2017,75.6,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,RS,2018,75.9,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,RS,2019,76.0,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,RS,2020,74.5,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,RS,2021,72.8,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,RS,2022,75.2,b
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,SE,2011,81.9,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,SE,2012,81.8,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,SE,2013,82.0,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,SE,2014,82.3,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,SE,2015,82.2,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,SE,2016,82.4,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,SE,2017,82.5,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,SE,2018,82.6,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,SE,2019,83.2,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,SE,2020,82.4,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,SE,2021,83.1,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,SE,2022,83.1,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,SI,2011,80.1,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,SI,2012,80.3,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,SI,2013,80.5,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,SI,2014,81.2,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,SI,2015,80.9,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,SI,2016,81.2,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,SI,2017,81.2,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,SI,2018,81.5,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,SI,2019,81.6,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,SI,2020,80.6,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,SI,2021,80.7,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,SI,2022,81.3,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,SK,2011,76.1,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,SK,2012,76.3,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,SK,2013,76.6,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,SK,2014,77.0,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,SK,2015,76.7,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,SK,2016,77.3,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,SK,2017,77.3,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,SK,2018,77.4,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,SK,2019,77.8,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,SK,2020,77.0,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,SK,2021,74.6,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,SK,2022,77.0,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,SM,2012,85.6,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,TR,2011,77.1,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,TR,2012,77.6,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,TR,2013,78.2,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,TR,2014,78.1,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,TR,2015,78.2,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,TR,2016,78.1,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,TR,2017,78.5,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,TR,2018,78.9,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,TR,2019,79.1,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,TR,2022,76.3,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,UA,2011,71.1,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,UA,2012,71.2,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,UA,2014,71.8,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,UA,2015,72.5,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,UA,2016,72.9,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,UA,2017,73.3,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,UA,2018,73.2,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,UA,2019,73.4,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,UK,2011,81.0,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,UK,2012,81.0,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,UK,2013,81.1,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,UK,2014,81.4,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,UK,2015,81.0,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,UK,2016,81.2,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,UK,2017,81.3,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,UK,2018,81.3,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,T,Y_LT1,XK,2016,78.6,p
