DATAFLOW,LAST UPDATE,freq,unit,sex,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,AL,2013,80.1,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,AL,2014,80.1,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,AL,2015,79.7,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,AL,2016,80.1,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,AL,2017,80.1,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,AL,2018,80.5,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,AL,2019,80.7,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,AL,2020,79.6,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,AL,2021,77.7,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,AL,2022,80.9,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,AM,2015,78.2,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,AM,2016,78.4,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,AM,2017,78.9,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,AM,2018,79.7,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,AM,2019,79.7,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,AT,2011,83.8,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,AT,2012,83.6,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,AT,2013,83.8,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,AT,2014,84.0,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,AT,2015,83.7,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,AT,2016,84.1,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,AT,2017,84.0,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,AT,2018,84.1,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,AT,2019,84.2,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,AT,2020,83.6,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,AT,2021,83.7,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,AT,2022,83.6,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,AZ,2012,76.6,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,AZ,2013,77.1,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,AZ,2014,77.3,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,AZ,2015,77.7,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,AZ,2017,77.9,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,AZ,2018,78.3,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,AZ,2019,78.9,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,BE,2011,83.3,b
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,BE,2012,83.1,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,BE,2013,83.2,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,BE,2014,83.9,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,BE,2015,83.4,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,BE,2016,84.0,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,BE,2017,83.9,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,BE,2018,83.9,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,BE,2019,84.3,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,BE,2020,83.0,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,BE,2021,84.3,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,BE,2022,83.9,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,BG,2011,77.8,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,BG,2012,77.9,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,BG,2013,78.6,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,BG,2014,78.0,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,BG,2015,78.2,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,BG,2016,78.5,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,BG,2017,78.4,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,BG,2018,78.6,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,BG,2019,78.8,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,BG,2020,77.5,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,BG,2021,75.1,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,BG,2022,77.9,b
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,BY,2011,76.9,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,BY,2012,77.8,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,BY,2013,78.0,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,BY,2014,78.6,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,BY,2015,79.0,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,BY,2016,79.2,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,BY,2017,79.3,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,BY,2018,79.5,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,CH,2011,85.0,b
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,CH,2012,84.9,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,CH,2013,85.0,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,CH,2014,85.4,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,CH,2015,85.1,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,CH,2016,85.6,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,CH,2017,85.6,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,CH,2018,85.7,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,CH,2019,85.8,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,CH,2020,85.1,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,CH,2021,85.8,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,CH,2022,85.5,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,CY,2011,83.1,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,CY,2012,83.4,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,CY,2013,85.0,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,CY,2014,84.3,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,CY,2015,83.7,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,CY,2016,84.9,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,CY,2017,84.2,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,CY,2018,84.8,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,CY,2019,84.4,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,CY,2020,84.4,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,CY,2021,83.4,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,CY,2022,83.4,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,CZ,2011,81.1,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,CZ,2012,81.2,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,CZ,2013,81.3,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,CZ,2014,82.0,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,CZ,2015,81.6,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,CZ,2016,82.1,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,CZ,2017,82.0,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,CZ,2018,82.0,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,CZ,2019,82.2,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,CZ,2020,81.3,b
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,CZ,2021,80.5,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,CZ,2022,81.9,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,DE,2011,83.1,b
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,DE,2012,83.1,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,DE,2013,83.0,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,DE,2014,83.6,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,DE,2015,83.1,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,DE,2016,83.5,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,DE,2017,83.4,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,DE,2018,83.3,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,DE,2019,83.7,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,DE,2020,83.5,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,DE,2021,83.3,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,DE,2022,83.0,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,DK,2011,81.9,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,DK,2012,82.1,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,DK,2013,82.4,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,DK,2014,82.8,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,DK,2015,82.7,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,DK,2016,82.8,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,DK,2017,83.1,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,DK,2018,82.9,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,DK,2019,83.5,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,DK,2020,83.6,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,DK,2021,83.3,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,DK,2022,83.2,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,EA19,2011,84.1,b
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,EA19,2012,84.0,b
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,EA19,2013,84.3,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,EA19,2014,84.7,b
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,EA19,2015,84.2,b
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,EA19,2016,84.6,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,EA19,2017,84.5,b
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,EA19,2018,84.6,ep
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,EA19,2019,84.9,bep
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,EA19,2020,84.1,bp
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,EA19,2021,84.2,bp
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,EA19,2022,84.1,bp
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,EA20,2021,84.2,bp
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,EA20,2022,84.1,bp
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,EE,2011,81.3,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,EE,2012,81.5,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,EE,2013,81.7,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,EE,2014,81.9,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,EE,2015,82.2,b
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,EE,2016,82.2,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,EE,2017,82.6,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,EE,2018,82.7,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,EE,2019,83.0,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,EE,2020,83.0,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,EE,2021,81.4,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,EE,2022,82.3,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,EL,2011,83.6,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,EL,2012,83.4,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,EL,2013,84.0,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,EL,2014,84.1,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,EL,2015,83.7,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,EL,2016,84.0,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,EL,2017,83.9,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,EL,2018,84.4,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,EL,2019,84.2,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,EL,2020,83.9,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,EL,2021,82.9,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,EL,2022,83.4,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,ES,2011,85.6,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,ES,2012,85.5,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,ES,2013,86.1,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,ES,2014,86.2,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,ES,2015,85.7,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,ES,2016,86.3,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,ES,2017,86.1,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,ES,2018,86.3,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,ES,2019,86.7,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,ES,2020,85.2,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,ES,2021,86.2,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,ES,2022,85.9,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,EU27_2020,2011,83.1,b
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,EU27_2020,2012,83.1,b
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,EU27_2020,2013,83.3,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,EU27_2020,2014,83.7,b
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,EU27_2020,2015,83.3,b
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,EU27_2020,2016,83.7,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,EU27_2020,2017,83.6,b
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,EU27_2020,2018,83.7,ep
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,EU27_2020,2019,84.0,bep
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,EU27_2020,2020,83.2,bep
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,EU27_2020,2021,82.9,bep
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,EU27_2020,2022,83.3,bep
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,FI,2011,83.8,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,FI,2012,83.7,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,FI,2013,84.1,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,FI,2014,84.1,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,FI,2015,84.4,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,FI,2016,84.4,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,FI,2017,84.5,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,FI,2018,84.5,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,FI,2019,84.8,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,FI,2020,84.8,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,FI,2021,84.6,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,FI,2022,83.8,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,FR,2011,85.7,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,FR,2012,85.4,b
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,FR,2013,85.6,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,FR,2014,86.1,b
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,FR,2015,85.6,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,FR,2016,85.8,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,FR,2017,85.7,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,FR,2018,85.8,p
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,FR,2019,85.9,p
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,FR,2020,85.3,p
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,FR,2021,85.5,p
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,FR,2022,85.1,p
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,FX,2011,85.7,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,FX,2012,85.4,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,GE,2011,78.6,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,GE,2014,78.2,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,GE,2015,77.4,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,GE,2016,77.2,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,GE,2017,77.8,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,GE,2018,78.2,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,GE,2019,78.4,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,HR,2011,80.4,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,HR,2012,80.6,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,HR,2013,81.0,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,HR,2014,81.0,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,HR,2015,80.5,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,HR,2016,81.3,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,HR,2017,81.0,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,HR,2018,81.5,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,HR,2019,81.6,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,HR,2020,80.9,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,HR,2021,79.8,b
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,HR,2022,80.8,b
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,HU,2011,78.7,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,HU,2012,78.7,b
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,HU,2013,79.1,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,HU,2014,79.4,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,HU,2015,79.0,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,HU,2016,79.7,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,HU,2017,79.3,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,HU,2018,79.6,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,HU,2019,79.7,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,HU,2020,79.0,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,HU,2021,77.8,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,HU,2022,79.3,b
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,IE,2011,83.0,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,IE,2012,83.1,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,IE,2013,83.1,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,IE,2014,83.5,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,IE,2015,83.4,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,IE,2016,83.6,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,IE,2017,84.0,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,IE,2018,84.1,e
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,IE,2019,84.7,e
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,IE,2020,84.4,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,IE,2021,84.3,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,IE,2022,84.2,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,IS,2011,84.1,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,IS,2012,84.3,
ESTAT:TPS00205(1.0),14/03/24 11:00:00,A,YR,F,Y_LT1,IS,2013,83.7,
